time_step,workpiece_id,step_idx,workcell_id,production_time,actual_quality,qc_wc_1_confidence,qc_wc_1_results,qc_wc_1_time,qc_wc_2_confidence,qc_wc_2_results,qc_wc_2_time,qc_wc_3_confidence,qc_wc_3_results,qc_wc_3_time,qc_wc_4_confidence,qc_wc_4_results,qc_wc_4_time,qc_wc_5_confidence,qc_wc_5_results,qc_wc_5_time,qc_wc_6_confidence,qc_wc_6_results,qc_wc_6_time,qc_wc_7_confidence,qc_wc_7_results,qc_wc_7_time,qc_wc_8_confidence,qc_wc_8_results,qc_wc_8_time,qc_wc_9_confidence,qc_wc_9_results,qc_wc_9_time,qc_wc_10_confidence,qc_wc_10_results,qc_wc_10_time,qc_wc_11_confidence,qc_wc_11_results,qc_wc_11_time,qc_wc_12_confidence,qc_wc_12_results,qc_wc_12_time,qc_wc_13_confidence,qc_wc_13_results,qc_wc_13_time,qc_wc_14_confidence,qc_wc_14_results,qc_wc_14_time,qc_wc_15_confidence,qc_wc_15_results,qc_wc_15_time,qc_wc_16_confidence,qc_wc_16_results,qc_wc_16_time,qc_wc_17_confidence,qc_wc_17_results,qc_wc_17_time
0.0,wp_1,1.0,wc_1,77.0,"{'Pass': 3, 'Fail': 97}",0.1,['Pass'],23.0,0.8,['Fail'],23.0,0.9,['Fail'],20.0,0.7,['Fail'],27.0,0.4,['Fail'],21.0,0.9,['Fail'],33.0,0.6,['Fail'],37.0,0.6,['Fail'],36.0,0.4,['Fail'],37.0,1.0,['Fail'],35.0,0.8,['Fail'],27.0,0.3,['Pass'],33.0,0.3,['Fail'],21.0,0.5,['Fail'],33.0,0.2,['Fail'],26.0,0.8,['Fail'],37.0,0.4,['Fail'],32.0
77.0,wp_2,1.0,wc_1,56.0,"{'Pass': 19, 'Fail': 81}",0.1,['Fail'],40.0,0.8,['Fail'],30.0,0.9,['Fail'],33.0,0.7,['Fail'],35.0,0.4,['Fail'],24.0,0.9,['Fail'],38.0,0.6,['Fail'],36.0,0.6,['Fail'],39.0,0.4,['Fail'],35.0,1.0,['Fail'],22.0,0.8,['Fail'],22.0,0.3,['Fail'],24.0,0.3,['Fail'],37.0,0.5,['Fail'],37.0,0.2,['Fail'],27.0,0.8,['Fail'],36.0,0.4,['Pass'],23.0
133.0,wp_3,1.0,wc_1,55.0,"{'Pass': 28, 'Fail': 72}",0.1,['Fail'],39.0,0.8,['Fail'],23.0,0.9,['Fail'],37.0,0.7,['Fail'],26.0,0.4,['Pass'],26.0,0.9,['Fail'],20.0,0.6,['Fail'],35.0,0.6,['Fail'],28.0,0.4,['Fail'],23.0,1.0,['Fail'],34.0,0.8,['Fail'],34.0,0.3,['Fail'],22.0,0.3,['Fail'],36.0,0.5,['Fail'],28.0,0.2,['Fail'],36.0,0.8,['Fail'],32.0,0.4,['Fail'],39.0
188.0,wp_4,1.0,wc_1,51.0,"{'Pass': 1, 'Fail': 99}",0.1,['Fail'],27.0,0.8,['Fail'],30.0,0.9,['Fail'],33.0,0.7,['Fail'],20.0,0.4,['Fail'],28.0,0.9,['Fail'],39.0,0.6,['Fail'],22.0,0.6,['Fail'],20.0,0.4,['Fail'],30.0,1.0,['Fail'],20.0,0.8,['Fail'],36.0,0.3,['Fail'],24.0,0.3,['Fail'],26.0,0.5,['Fail'],28.0,0.2,['Pass'],34.0,0.8,['Fail'],27.0,0.4,['Fail'],38.0
239.0,wp_5,1.0,wc_1,70.0,"{'Pass': 27, 'Fail': 73}",0.1,['Pass'],28.0,0.8,['Fail'],26.0,0.9,['Fail'],27.0,0.7,['Fail'],21.0,0.4,['Fail'],33.0,0.9,['Fail'],22.0,0.6,['Fail'],23.0,0.6,['Fail'],22.0,0.4,['Pass'],31.0,1.0,['Fail'],24.0,0.8,['Fail'],26.0,0.3,['Pass'],22.0,0.3,['Fail'],27.0,0.5,['Fail'],20.0,0.2,['Pass'],32.0,0.8,['Fail'],39.0,0.4,['Pass'],32.0
310.0,wp_1,1.0,wc_1,60.0,"{'Pass': 11, 'Fail': 89}",0.1,['Fail'],21.0,0.8,['Fail'],23.0,0.9,['Fail'],39.0,0.7,['Fail'],35.0,0.4,['Fail'],35.0,0.9,['Fail'],30.0,0.6,['Fail'],25.0,0.6,['Fail'],39.0,0.4,['Fail'],21.0,1.0,['Fail'],32.0,0.8,['Fail'],29.0,0.3,['Fail'],39.0,0.3,['Fail'],26.0,0.5,['Fail'],25.0,0.2,['Fail'],29.0,0.8,['Fail'],34.0,0.4,['Fail'],24.0
370.0,wp_2,1.0,wc_1,68.0,"{'Pass': 3, 'Fail': 97}",0.1,['Pass'],39.0,0.8,['Fail'],37.0,0.9,['Fail'],30.0,0.7,['Fail'],32.0,0.4,['Fail'],38.0,0.9,['Fail'],27.0,0.6,['Fail'],26.0,0.6,['Fail'],36.0,0.4,['Pass'],28.0,1.0,['Fail'],36.0,0.8,['Fail'],31.0,0.3,['Pass'],39.0,0.3,['Pass'],39.0,0.5,['Fail'],26.0,0.2,['Fail'],23.0,0.8,['Fail'],21.0,0.4,['Fail'],21.0
438.0,wp_3,1.0,wc_1,73.0,"{'Pass': 76, 'Fail': 24}",0.1,['Fail'],37.0,0.8,['Pass'],25.0,0.9,['Pass'],40.0,0.7,['Pass'],20.0,0.4,['Fail'],30.0,0.9,['Pass'],20.0,0.6,['Pass'],22.0,0.6,['Pass'],21.0,0.4,['Fail'],29.0,1.0,['Pass'],40.0,0.8,['Pass'],31.0,0.3,['Fail'],39.0,0.3,['Pass'],33.0,0.5,['Pass'],28.0,0.2,['Pass'],28.0,0.8,['Pass'],37.0,0.4,['Pass'],22.0
512.0,wp_3,4.0,wc_4,59.0,"{'Pass': 71, 'Fail': 29}",0.1,['Fail'],31.0,0.8,['Pass'],27.0,0.9,['Pass'],23.0,0.7,['Pass'],22.0,0.4,['Pass'],35.0,0.9,['Pass'],38.0,0.6,['Pass'],40.0,0.6,['Fail'],32.0,0.4,['Fail'],37.0,1.0,['Pass'],20.0,0.8,['Pass'],40.0,0.3,['Pass'],32.0,0.3,['Pass'],36.0,0.5,['Fail'],26.0,0.2,['Fail'],35.0,0.8,['Pass'],24.0,0.4,['Pass'],29.0
511.0,wp_4,1.0,wc_1,61.0,"{'Pass': 35, 'Fail': 65}",0.1,['Pass'],22.0,0.8,['Fail'],24.0,0.9,['Fail'],36.0,0.7,['Fail'],29.0,0.4,['Fail'],33.0,0.9,['Fail'],38.0,0.6,['Fail'],40.0,0.6,['Fail'],30.0,0.4,['Fail'],32.0,1.0,['Fail'],33.0,0.8,['Fail'],30.0,0.3,['Fail'],30.0,0.3,['Pass'],28.0,0.5,['Pass'],33.0,0.2,['Fail'],26.0,0.8,['Fail'],33.0,0.4,['Fail'],24.0
572.0,wp_5,1.0,wc_1,50.0,"{'Pass': 89, 'Fail': 11}",0.1,['Pass'],36.0,0.8,['Pass'],33.0,0.9,['Pass'],36.0,0.7,['Pass'],27.0,0.4,['Pass'],31.0,0.9,['Pass'],38.0,0.6,['Pass'],36.0,0.6,['Pass'],32.0,0.4,['Pass'],20.0,1.0,['Pass'],20.0,0.8,['Pass'],22.0,0.3,['Pass'],36.0,0.3,['Pass'],31.0,0.5,['Pass'],20.0,0.2,['Pass'],36.0,0.8,['Pass'],28.0,0.4,['Pass'],28.0
572.0,wp_3,2.0,wc_2,79.0,"{'Pass': 18, 'Fail': 82}",0.1,['Fail'],34.0,0.8,['Fail'],25.0,0.9,['Fail'],29.0,0.7,['Fail'],30.0,0.4,['Fail'],28.0,0.9,['Fail'],30.0,0.6,['Fail'],32.0,0.6,['Fail'],21.0,0.4,['Fail'],34.0,1.0,['Fail'],36.0,0.8,['Fail'],36.0,0.3,['Fail'],23.0,0.3,['Fail'],27.0,0.5,['Fail'],27.0,0.2,['Fail'],39.0,0.8,['Fail'],20.0,0.4,['Fail'],33.0
623.0,wp_1,1.0,wc_1,56.0,"{'Pass': 34, 'Fail': 66}",0.1,['Fail'],29.0,0.8,['Fail'],34.0,0.9,['Fail'],22.0,0.7,['Fail'],21.0,0.4,['Fail'],37.0,0.9,['Fail'],28.0,0.6,['Pass'],34.0,0.6,['Fail'],30.0,0.4,['Pass'],26.0,1.0,['Fail'],28.0,0.8,['Fail'],24.0,0.3,['Fail'],32.0,0.3,['Pass'],21.0,0.5,['Fail'],37.0,0.2,['Pass'],26.0,0.8,['Fail'],20.0,0.4,['Pass'],34.0
623.0,wp_5,4.0,wc_4,71.0,"{'Pass': 84, 'Fail': 16}",0.1,['Fail'],39.0,0.8,['Pass'],39.0,0.9,['Pass'],39.0,0.7,['Pass'],35.0,0.4,['Pass'],27.0,0.9,['Pass'],40.0,0.6,['Pass'],33.0,0.6,['Pass'],26.0,0.4,['Pass'],28.0,1.0,['Pass'],24.0,0.8,['Pass'],21.0,0.3,['Pass'],26.0,0.3,['Pass'],30.0,0.5,['Pass'],20.0,0.2,['Fail'],38.0,0.8,['Pass'],31.0,0.4,['Fail'],31.0
652.0,wp_3,3.0,wc_3,67.0,"{'Pass': 94, 'Fail': 6}",0.1,['Pass'],35.0,0.8,['Pass'],30.0,0.9,['Pass'],21.0,0.7,['Pass'],21.0,0.4,['Pass'],33.0,0.9,['Pass'],38.0,0.6,['Pass'],33.0,0.6,['Pass'],22.0,0.4,['Pass'],25.0,1.0,['Pass'],36.0,0.8,['Pass'],39.0,0.3,['Fail'],26.0,0.3,['Pass'],29.0,0.5,['Pass'],36.0,0.2,['Pass'],39.0,0.8,['Pass'],38.0,0.4,['Pass'],34.0
695.0,wp_5,2.0,wc_2,51.0,"{'Pass': 28, 'Fail': 72}",0.1,['Pass'],40.0,0.8,['Fail'],37.0,0.9,['Fail'],34.0,0.7,['Fail'],27.0,0.4,['Fail'],22.0,0.9,['Fail'],28.0,0.6,['Fail'],20.0,0.6,['Pass'],20.0,0.4,['Pass'],21.0,1.0,['Fail'],21.0,0.8,['Fail'],33.0,0.3,['Fail'],26.0,0.3,['Fail'],31.0,0.5,['Fail'],31.0,0.2,['Pass'],24.0,0.8,['Fail'],34.0,0.4,['Pass'],29.0
679.0,wp_2,1.0,wc_1,79.0,"{'Pass': 64, 'Fail': 36}",0.1,['Pass'],23.0,0.8,['Fail'],34.0,0.9,['Pass'],26.0,0.7,['Fail'],29.0,0.4,['Pass'],20.0,0.9,['Pass'],22.0,0.6,['Pass'],32.0,0.6,['Fail'],25.0,0.4,['Pass'],25.0,1.0,['Pass'],24.0,0.8,['Pass'],38.0,0.3,['Fail'],30.0,0.3,['Pass'],20.0,0.5,['Pass'],28.0,0.2,['Fail'],37.0,0.8,['Pass'],34.0,0.4,['Fail'],35.0
747.0,wp_3,2.0,wc_2,62.0,"{'Pass': 37, 'Fail': 63}",0.1,['Pass'],34.0,0.8,['Fail'],36.0,0.9,['Fail'],31.0,0.7,['Fail'],35.0,0.4,['Pass'],25.0,0.9,['Fail'],29.0,0.6,['Pass'],28.0,0.6,['Fail'],31.0,0.4,['Fail'],38.0,1.0,['Fail'],27.0,0.8,['Fail'],32.0,0.3,['Pass'],30.0,0.3,['Fail'],22.0,0.5,['Fail'],32.0,0.2,['Pass'],25.0,0.8,['Fail'],36.0,0.4,['Fail'],37.0
759.0,wp_2,4.0,wc_4,60.0,"{'Pass': 92, 'Fail': 8}",0.1,['Pass'],34.0,0.8,['Pass'],30.0,0.9,['Pass'],25.0,0.7,['Pass'],38.0,0.4,['Pass'],37.0,0.9,['Pass'],35.0,0.6,['Pass'],37.0,0.6,['Pass'],32.0,0.4,['Pass'],20.0,1.0,['Pass'],27.0,0.8,['Pass'],35.0,0.3,['Pass'],22.0,0.3,['Pass'],40.0,0.5,['Pass'],33.0,0.2,['Pass'],37.0,0.8,['Pass'],40.0,0.4,['Pass'],28.0
747.0,wp_5,3.0,wc_3,79.0,"{'Pass': 17, 'Fail': 83}",0.1,['Fail'],24.0,0.8,['Fail'],39.0,0.9,['Fail'],31.0,0.7,['Fail'],39.0,0.4,['Fail'],25.0,0.9,['Fail'],24.0,0.6,['Fail'],34.0,0.6,['Fail'],35.0,0.4,['Fail'],31.0,1.0,['Fail'],38.0,0.8,['Fail'],26.0,0.3,['Pass'],22.0,0.3,['Pass'],33.0,0.5,['Fail'],31.0,0.2,['Fail'],27.0,0.8,['Fail'],37.0,0.4,['Fail'],32.0
758.0,wp_4,1.0,wc_1,75.0,"{'Pass': 17, 'Fail': 83}",0.1,['Fail'],26.0,0.8,['Fail'],24.0,0.9,['Fail'],20.0,0.7,['Fail'],32.0,0.4,['Pass'],35.0,0.9,['Fail'],31.0,0.6,['Fail'],20.0,0.6,['Fail'],36.0,0.4,['Fail'],33.0,1.0,['Fail'],24.0,0.8,['Fail'],37.0,0.3,['Fail'],32.0,0.3,['Pass'],23.0,0.5,['Fail'],25.0,0.2,['Fail'],29.0,0.8,['Fail'],31.0,0.4,['Fail'],22.0
827.0,wp_2,3.0,wc_3,61.0,"{'Pass': 61, 'Fail': 39}",0.1,['Fail'],26.0,0.8,['Pass'],26.0,0.9,['Pass'],35.0,0.7,['Pass'],38.0,0.4,['Fail'],36.0,0.9,['Pass'],31.0,0.6,['Fail'],40.0,0.6,['Pass'],26.0,0.4,['Fail'],23.0,1.0,['Pass'],29.0,0.8,['Pass'],20.0,0.3,['Pass'],29.0,0.3,['Fail'],37.0,0.5,['Fail'],34.0,0.2,['Fail'],20.0,0.8,['Pass'],37.0,0.4,['Pass'],28.0
810.0,wp_3,2.0,wc_2,78.0,"{'Pass': 28, 'Fail': 72}",0.1,['Fail'],23.0,0.8,['Fail'],28.0,0.9,['Fail'],25.0,0.7,['Fail'],38.0,0.4,['Pass'],23.0,0.9,['Fail'],29.0,0.6,['Fail'],21.0,0.6,['Fail'],30.0,0.4,['Fail'],35.0,1.0,['Fail'],33.0,0.8,['Fail'],29.0,0.3,['Pass'],40.0,0.3,['Fail'],31.0,0.5,['Fail'],25.0,0.2,['Fail'],20.0,0.8,['Fail'],28.0,0.4,['Pass'],34.0
834.0,wp_1,1.0,wc_1,70.0,"{'Pass': 75, 'Fail': 25}",0.1,['Pass'],26.0,0.8,['Pass'],31.0,0.9,['Pass'],25.0,0.7,['Pass'],33.0,0.4,['Pass'],35.0,0.9,['Pass'],34.0,0.6,['Pass'],35.0,0.6,['Pass'],38.0,0.4,['Pass'],27.0,1.0,['Pass'],24.0,0.8,['Pass'],29.0,0.3,['Fail'],40.0,0.3,['Pass'],30.0,0.5,['Fail'],39.0,0.2,['Fail'],40.0,0.8,['Pass'],25.0,0.4,['Pass'],23.0
888.0,wp_5,2.0,wc_2,76.0,"{'Pass': 100, 'Fail': 0}",0.1,['Fail'],30.0,0.8,['Pass'],40.0,0.9,['Pass'],37.0,0.7,['Pass'],39.0,0.4,['Pass'],26.0,0.9,['Pass'],40.0,0.6,['Pass'],40.0,0.6,['Pass'],22.0,0.4,['Fail'],23.0,1.0,['Pass'],24.0,0.8,['Pass'],24.0,0.3,['Pass'],21.0,0.3,['Fail'],40.0,0.5,['Pass'],20.0,0.2,['Pass'],20.0,0.8,['Pass'],29.0,0.4,['Pass'],24.0
904.0,wp_4,1.0,wc_1,68.0,"{'Pass': 24, 'Fail': 76}",0.1,['Fail'],35.0,0.8,['Fail'],28.0,0.9,['Fail'],31.0,0.7,['Fail'],36.0,0.4,['Fail'],38.0,0.9,['Fail'],25.0,0.6,['Fail'],30.0,0.6,['Pass'],26.0,0.4,['Pass'],25.0,1.0,['Fail'],29.0,0.8,['Fail'],40.0,0.3,['Fail'],33.0,0.3,['Fail'],38.0,0.5,['Fail'],20.0,0.2,['Pass'],27.0,0.8,['Fail'],35.0,0.4,['Pass'],35.0
