time_step,workpiece_id,step_idx,workcell_id,production_time,actual_quality,qc_wc_1_confidence,qc_wc_1_results,qc_wc_1_time,qc_wc_2_confidence,qc_wc_2_results,qc_wc_2_time,qc_wc_3_confidence,qc_wc_3_results,qc_wc_3_time,qc_wc_4_confidence,qc_wc_4_results,qc_wc_4_time,qc_wc_5_confidence,qc_wc_5_results,qc_wc_5_time,qc_wc_6_confidence,qc_wc_6_results,qc_wc_6_time,qc_wc_7_confidence,qc_wc_7_results,qc_wc_7_time,qc_wc_8_confidence,qc_wc_8_results,qc_wc_8_time,qc_wc_9_confidence,qc_wc_9_results,qc_wc_9_time,qc_wc_10_confidence,qc_wc_10_results,qc_wc_10_time,qc_wc_11_confidence,qc_wc_11_results,qc_wc_11_time,qc_wc_12_confidence,qc_wc_12_results,qc_wc_12_time,qc_wc_13_confidence,qc_wc_13_results,qc_wc_13_time,qc_wc_14_confidence,qc_wc_14_results,qc_wc_14_time,qc_wc_15_confidence,qc_wc_15_results,qc_wc_15_time,qc_wc_16_confidence,qc_wc_16_results,qc_wc_16_time,qc_wc_17_confidence,qc_wc_17_results,qc_wc_17_time
0.0,wp_1,1.0,wc_1,79.0,"{'Pass': 45, 'Fail': 55}",0.7,['Pass'],34.0,0.3,['Pass'],33.0,0.2,['Fail'],30.0,0.5,['Fail'],31.0,0.5,['Fail'],28.0,0.7,['Pass'],32.0,0.6,['Pass'],35.0,0.3,['Fail'],37.0,0.8,['Fail'],22.0,1.0,['Fail'],36.0,0.3,['Pass'],25.0,0.1,['Pass'],34.0,0.2,['Fail'],34.0,0.2,['Fail'],22.0,0.2,['Fail'],38.0,0.1,['Fail'],34.0,0.9,['Pass'],29.0
79.0,wp_2,1.0,wc_1,67.0,"{'Pass': 82, 'Fail': 18}",0.7,['Pass'],29.0,0.3,['Pass'],40.0,0.2,['Pass'],37.0,0.5,['Pass'],22.0,0.5,['Pass'],22.0,0.7,['Pass'],36.0,0.6,['Pass'],38.0,0.3,['Pass'],35.0,0.8,['Pass'],27.0,1.0,['Pass'],26.0,0.3,['Fail'],25.0,0.1,['Fail'],25.0,0.2,['Fail'],29.0,0.2,['Fail'],37.0,0.2,['Fail'],24.0,0.1,['Pass'],27.0,0.9,['Pass'],23.0
147.0,wp_2,2.0,wc_2,61.0,"{'Pass': 69, 'Fail': 31}",0.7,['Pass'],39.0,0.3,['Fail'],27.0,0.2,['Fail'],34.0,0.5,['Pass'],39.0,0.5,['Pass'],37.0,0.7,['Pass'],23.0,0.6,['Pass'],23.0,0.3,['Pass'],23.0,0.8,['Pass'],23.0,1.0,['Pass'],38.0,0.3,['Pass'],30.0,0.1,['Pass'],23.0,0.2,['Pass'],30.0,0.2,['Fail'],24.0,0.2,['Fail'],36.0,0.1,['Pass'],31.0,0.9,['Pass'],21.0
146.0,wp_3,1.0,wc_1,72.0,"{'Pass': 47, 'Fail': 53}",0.7,['Fail'],40.0,0.3,['Pass'],36.0,0.2,['Pass'],27.0,0.5,['Pass'],39.0,0.5,['Pass'],28.0,0.7,['Pass'],20.0,0.6,['Fail'],26.0,0.3,['Pass'],30.0,0.8,['Fail'],30.0,1.0,['Fail'],24.0,0.3,['Fail'],38.0,0.1,['Pass'],27.0,0.2,['Pass'],32.0,0.2,['Pass'],29.0,0.2,['Pass'],20.0,0.1,['Fail'],40.0,0.9,['Fail'],30.0
209.0,wp_2,3.0,wc_3,54.0,"{'Pass': 63, 'Fail': 37}",0.7,['Pass'],33.0,0.3,['Pass'],26.0,0.2,['Pass'],29.0,0.5,['Pass'],23.0,0.5,['Pass'],23.0,0.7,['Pass'],26.0,0.6,['Pass'],33.0,0.3,['Fail'],22.0,0.8,['Pass'],24.0,1.0,['Pass'],29.0,0.3,['Fail'],31.0,0.1,['Fail'],36.0,0.2,['Pass'],34.0,0.2,['Fail'],33.0,0.2,['Fail'],20.0,0.1,['Fail'],34.0,0.9,['Pass'],26.0
218.0,wp_4,1.0,wc_1,73.0,"{'Pass': 34, 'Fail': 66}",0.7,['Fail'],39.0,0.3,['Fail'],30.0,0.2,['Pass'],31.0,0.5,['Fail'],20.0,0.5,['Fail'],29.0,0.7,['Fail'],20.0,0.6,['Pass'],38.0,0.3,['Pass'],28.0,0.8,['Fail'],23.0,1.0,['Fail'],37.0,0.3,['Pass'],39.0,0.1,['Pass'],20.0,0.2,['Pass'],29.0,0.2,['Pass'],22.0,0.2,['Fail'],33.0,0.1,['Fail'],27.0,0.9,['Fail'],24.0
264.0,wp_2,4.0,wc_4,58.0,"{'Pass': 54, 'Fail': 46}",0.7,['Fail'],31.0,0.3,['Pass'],38.0,0.2,['Fail'],25.0,0.5,['Pass'],27.0,0.5,['Pass'],40.0,0.7,['Fail'],21.0,0.6,['Fail'],36.0,0.3,['Fail'],37.0,0.8,['Pass'],24.0,1.0,['Pass'],34.0,0.3,['Pass'],40.0,0.1,['Pass'],24.0,0.2,['Pass'],39.0,0.2,['Fail'],24.0,0.2,['Pass'],25.0,0.1,['Pass'],32.0,0.9,['Fail'],31.0
291.0,wp_5,1.0,wc_1,68.0,"{'Pass': 68, 'Fail': 32}",0.7,['Pass'],21.0,0.3,['Fail'],39.0,0.2,['Fail'],36.0,0.5,['Pass'],28.0,0.5,['Fail'],35.0,0.7,['Fail'],32.0,0.6,['Pass'],34.0,0.3,['Pass'],20.0,0.8,['Pass'],39.0,1.0,['Pass'],39.0,0.3,['Pass'],28.0,0.1,['Pass'],30.0,0.2,['Pass'],25.0,0.2,['Fail'],27.0,0.2,['Fail'],28.0,0.1,['Fail'],20.0,0.9,['Pass'],40.0
323.0,wp_2,5.0,wc_5,63.0,"{'Pass': 57, 'Fail': 43}",0.7,['Pass'],39.0,0.3,['Pass'],21.0,0.2,['Pass'],20.0,0.5,['Fail'],21.0,0.5,['Pass'],37.0,0.7,['Pass'],31.0,0.6,['Pass'],27.0,0.3,['Fail'],29.0,0.8,['Fail'],36.0,1.0,['Pass'],32.0,0.3,['Fail'],24.0,0.1,['Pass'],31.0,0.2,['Pass'],33.0,0.2,['Fail'],27.0,0.2,['Fail'],31.0,0.1,['Pass'],20.0,0.9,['Pass'],36.0
359.0,wp_6,1.0,wc_1,53.0,"{'Pass': 81, 'Fail': 19}",0.7,['Pass'],20.0,0.3,['Pass'],38.0,0.2,['Pass'],35.0,0.5,['Pass'],25.0,0.5,['Pass'],39.0,0.7,['Pass'],20.0,0.6,['Pass'],38.0,0.3,['Fail'],23.0,0.8,['Pass'],39.0,1.0,['Pass'],39.0,0.3,['Pass'],30.0,0.1,['Fail'],23.0,0.2,['Pass'],33.0,0.2,['Pass'],38.0,0.2,['Pass'],20.0,0.1,['Fail'],37.0,0.9,['Pass'],31.0
